,Unnamed: 0,date,id,nama,umur,id_produk,produk,brand,nilai_produk,jumlah_review,tempat_beli,jenis,kategori,tipe_kulit,waktu_pemakaian,penggunaan,kepuasan,rekomendasi,warna_kulit,tone_kulit
107,107,2021-12-07T11:41:18.000Z,661338,winnywitana,30 - 34,54596,Hair Vitamin,Natur,4.7,(76),SinarJaya,Oil ,Vitamin \\u0026 Serum,Combination,6 months - 1 year,n,5,winnywitana recommends this product!,Medium Light,Warm
108,108,2021-12-07T11:40:24.000Z,852165,pickaboopand,19 - 24,52594,my real squeeze mask,Innisfree,4.6,(233),Official Brand Store,Mask Sheet,Mask,Combination,More than 1 year,n,5,pickaboopand recommends this product!,Medium Light,Neutral
109,109,2021-12-07T11:36:41.000Z,852165,pickaboopand,19 - 24,60738,Auto Eyebrow Pencil,Innisfree,4.2,(217),Official Brand Store,Eye Brow,Eyes,Combination,More than 1 year,n,5,pickaboopand recommends this product!,Medium Light,Neutral
110,110,2021-12-07T11:34:43.000Z,472748,alsyra,18 and Under,47969,MicellAIR Skin Breathe,NIVEA,4.5,(145),Indomaret,Face,Makeup Remover,Oily,More than 1 year,n,5,alsyra recommends this product!,Medium Dark,Warm
111,111,2021-12-07T11:33:32.000Z,615169,dnrzh,19 - 24,88205,Fit Me Matte & Poreless Cushion,Maybelline,4,(13),Shopee,BB \\u0026 CC Cream,Face,Oily,1 week - 1 month,n,5,dnrzh recommends this product!,Medium Light,Neutral
112,112,2021-12-07T11:32:53.000Z,852165,pickaboopand,19 - 24,1076,Canola Honey Lip Balm,Innisfree,4.6,(400),Official Brand Store,Lip Balm \\u0026 Treatments,Lips,Combination,3 months - 6 months,y,4,pickaboopand recommends this product!,Medium Light,Neutral
113,113,2021-12-07T11:32:44.000Z,944272,Ayufebrinarizal,25 - 29,54657,Acne Gentle Cleansing Foam,Azarine Cosmetics,4.3,(127),Shopee,Facial Wash,Cleanser,Combination,1 week - 1 month,y,5,Ayufebrinarizal recommends this product!,Medium Light,Neutral
114,114,2021-12-07T11:31:51.000Z,661338,winnywitana,30 - 34,44391,British Pear & Freesia Eau de Toilette,Miniso,4.9,(16),Official Brand Store,EDT,Fragrance,Combination,Less than 1 week,y,5,winnywitana recommends this product!,Medium Light,Warm
115,115,2021-12-07T11:29:36.000Z,837245,Nuna_v,18 and Under,14148,Perfect Shade Blush On Single,Make Over,4.9,(59),Lazada,Powder,Blush,Normal,1 week - 1 month,n,5,Nuna_v recommends this product!,Medium,Neutral
116,116,2021-12-07T11:27:17.000Z,984497,nabilaaism,25 - 29,1633,Facial Lift Emulsion ,SK-II,4.6,(39),Brand website,Lotion \\u0026 Emulsion,Moisturizer,Combination,More than 1 year,n,5,nabilaaism recommends this product!,Medium Light,Neutral
117,117,2021-12-07T11:27:02.000Z,986865,Qoniatus12,25 - 29,58519,Colorfit Velvet Matte Lip Mousse,Wardah,4,(115),Traditional market,Lipstick,Lips,Normal,1 month - 3 months,y,5,Qoniatus12 recommends this product!,Medium Light,Cool
118,118,2021-12-07T11:24:50.000Z,88277,zaraqayla,19 - 24,89385,Masque Charbon Detox,Patyka,3.9,(366),C\\u0026F,Wash-Off,Mask,Dry,More than 1 year,n,2,zaraqayla doesn't recommend this product! ,Medium,Warm
119,119,2021-12-07T11:24:26.000Z,472748,alsyra,18 and Under,82948,Blemish Serum Vightne,Vavl,4.9,(10),Shopee,Serum \\u0026 Essence,Treatment,Oily,1 week - 1 month,y,2,alsyra doesn't recommend this product! ,Medium Dark,Warm
120,120,2021-12-07T11:22:37.000Z,661338,winnywitana,30 - 34,85324,Hijab Bright Cooling Body Serum,Vaseline,4.3,(1730),HB,Lotion,Moisturizer,Combination,Less than 1 week,n,5,winnywitana recommends this product!,Medium Light,Warm
121,121,2021-12-07T11:22:04.000Z,980737,bella_suciama,25 - 29,81539,Acne Series Toner,L'Indka,5,(292),Shopee,Toner,Cleanser,Normal,Less than 1 week,y,5,bella_suciama recommends this product!,Light,Neutral
122,122,2021-12-07T11:19:13.000Z,837245,Nuna_v,18 and Under,83334,PINKFLASH OhMyLine Waterproof Eyeliner,Pinkflash,4.8,(19),Tokopedia,Eyeliner,Eyes,Normal,1 week - 1 month,n,5,Nuna_v recommends this product!,Medium,Neutral
123,123,2021-12-07T11:18:47.000Z,636877,Kai92,25 - 29,68255,Ceramide Soft Cream,the Aubree,4.9,(1085),Tokopedia,Day Cream,Moisturizer,Combination,Less than 1 week,y,5,Kai92 recommends this product!,Medium Light,Neutral
124,124,2021-12-07T11:18:15.000Z,944898,ulfaftr,19 - 24,10887,Rich Soft Smooth Shampoo,Rejoice,4.7,(138),Traditional market,Shampoo,Shampoo \\u0026 Conditioner,Combination,1 month - 3 months,n,4,ulfaftr recommends this product!,Medium,Warm
125,125,2021-12-07T11:16:26.000Z,507,stephanie101286,30 - 34,89011,Peach Makes Perfect Lip Tint ,Barenbliss,4.4,(25),FD Try and Review,Lip Stain \\u0026 Tint,Lips,Combination,Less than 1 week,y,5,stephanie101286 recommends this product!,Medium,Warm
126,126,2021-12-07T11:16:17.000Z,661338,winnywitana,30 - 34,3308,Healthy Bright UV Lightening Lotion ,Vaseline,5,(39),Alfamart,Lotion,Moisturizer,Combination,More than 1 year,n,5,winnywitana recommends this product!,Medium Light,Warm
127,127,2021-12-07T11:15:29.000Z,837245,Nuna_v,18 and Under,87008,Fit Me! 24H Oil Control Powder Foundation,Maybelline,4.5,(407),Tokopedia,Two-way Cake,Powder,Normal,1 week - 1 month,n,5,Nuna_v recommends this product!,Medium,Neutral
128,128,2021-12-07T11:08:32.000Z,983864,oliviapuspitaa_,19 - 24,83913,Eau de Perfume Musk Series,Evangeline,5,(30),Gostore,EDP,Fragrance,Combination,1 week - 1 month,n,5,oliviapuspitaa_ recommends this product!,Medium,Neutral
129,129,2021-12-07T11:07:20.000Z,458398,firyalane,19 - 24,84056,Oil Free Brightening Daily Moisturizer,Azarine Cosmetics,4.4,(77),Shopee,Lotion \\u0026 Emulsion,Moisturizer,Normal,1 week - 1 month,n,4,firyalane recommends this product!,Medium,Neutral
130,130,2021-12-07T11:04:59.000Z,972815,vharadillah_dmv,19 - 24,83818,HYALuronic9+ Advanced + B5 Serum,Somethinc,5,(3),Official Brand Store,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,y,5,vharadillah_dmv recommends this product!,Medium Light,Neutral
131,131,2021-12-07T11:03:03.000Z,897453,raynasntz,19 - 24,87720,Poppin' Matte,Emina,5,(38),Gift,Lipstick,Lips,Combination,Less than 1 week,n,4,raynasntz recommends this product!,Medium Light,Neutral
132,132,2021-12-07T11:00:39.000Z,954999,marlajulianti06,19 - 24,81621,Ultra Satin Cushion,Baby Pink Skincare,4.2,(58),Shopee,Powder,Foundation,Normal,More than 1 year,n,5,marlajulianti06 recommends this product!,Medium,Neutral
133,133,2021-12-07T11:00:21.000Z,983864,oliviapuspitaa_,19 - 24,58159,Murumuru Butter & Rose Body Lotion,Love Beauty and Planet,4.3,(875),Shopee,Lotion,Moisturizer,Combination,3 months - 6 months,n,5,oliviapuspitaa_ recommends this product!,Medium,Neutral
134,134,2021-12-07T10:58:18.000Z,292418,dewihaniyah,19 - 24,88204,Fit Me Matte & Poreless Cushion ,Maybelline,4.9,(7),PR Package,BB \\u0026 CC Cream,Face,Dry,1 week - 1 month,n,5,dewihaniyah recommends this product!,Medium,Neutral
135,135,2021-12-07T10:57:27.000Z,944898,ulfaftr,19 - 24,64509,Oh So Kissable Tinted Balm Stick,Emina,4.8,(9),Shopee,Lip Balm \\u0026 Treatments,Lips,Combination,1 month - 3 months,y,5,ulfaftr recommends this product!,Medium,Warm
136,136,2021-12-07T10:56:06.000Z,87063,raafila,19 - 24,89295,Antibacterial Sprist ,Klarens,3.6,(4895),FD Try and Review,Hand Soap,Hand Treatment,Dry,1 month - 3 months,n,5,raafila recommends this product!,Light,Warm
137,137,2021-12-07T10:55:20.000Z,872530,cndyrasr,19 - 24,81621,Ultra Satin Cushion,Baby Pink Skincare,4.8,(48),Instagram,Powder,Foundation,Normal,1 week - 1 month,y,5,cndyrasr recommends this product!,Medium Light,Neutral
138,138,2021-12-07T10:54:57.000Z,983864,oliviapuspitaa_,19 - 24,60880,The Simplicity Love You Tint,Y.O.U Beauty,4.8,(45),Tiktok shop,Lip Stain \\u0026 Tint,Lips,Combination,1 month - 3 months,n,5,oliviapuspitaa_ recommends this product!,Medium,Neutral
139,139,2021-12-07T10:50:57.000Z,983864,oliviapuspitaa_,19 - 24,21851,UV White Healthy & Glow Body Scrub,Marina,4.7,(47),Shopee,Scrub \\u0026 Exfoliator,Bath \\u0026 Shower,Combination,6 months - 1 year,n,5,oliviapuspitaa_ recommends this product!,Medium,Neutral
140,140,2021-12-07T10:50:28.000Z,957990,aldona1205,19 - 24,80077,C-Defense Energizing Whip Foam,Wardah,4.9,(877),Watson,Facial Wash,Cleanser,Combination,1 week - 1 month,n,4,aldona1205 recommends this product!,Light,Neutral
141,141,2021-12-07T10:49:47.000Z,411076,cecijessica,25 - 29,89299,Home Clean & Protect ,Klarens,4.7,(50),FD Try and Review,Hand Soap,Hand Treatment,Dry,1 week - 1 month,y,5,cecijessica recommends this product!,Medium Light,Neutral
142,142,2021-12-07T10:46:54.000Z,957990,aldona1205,19 - 24,3895,Creamy Wash,Acnes,4.7,(49),Alfamart,Facial Wash,Cleanser,Combination,1 week - 1 month,n,4,aldona1205 doesn't recommend this product! ,Light,Neutral
143,143,2021-12-07T10:44:01.000Z,678383,Fatimazzz,18 and Under,86673,CHROMA+ Bright Radiant Everyday Moisturizer,Glowinc Potion,4.8,(2428),Sample,Day Cream,Moisturizer,Combination,1 week - 1 month,y,5,Fatimazzz recommends this product!,Medium,Neutral
144,144,2021-12-07T10:43:14.000Z,685396,nisaindira,19 - 24,85021,Body Scrub,Scarlett,3.6,(13164),AEON,Scrub \\u0026 Exfoliator,Bath \\u0026 Shower,Combination,Less than 1 week,y,5,nisaindira recommends this product!,Medium Light,Neutral
145,145,2021-12-07T10:42:18.000Z,678383,Fatimazzz,18 and Under,86672,CHROMA+ Bright Radiant Serum,Glowinc Potion,4.8,(37),Sample,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,y,4,Fatimazzz recommends this product!,Medium,Neutral
146,146,2021-12-07T10:40:14.000Z,941728,tifasaaa__,19 - 24,74402,Ultralight Hydraglow Day Cream,Azarine Cosmetics,4.5,(2140),Brand website,Day Cream,Moisturizer,Normal,Less than 1 week,y,5,tifasaaa__ recommends this product!,Light,Neutral
147,147,2021-12-07T10:40:09.000Z,678383,Fatimazzz,18 and Under,86670,CHROMA+ Bright Radiant Skin Toner,Glowinc Potion,3.4,(800),Sample,Toner,Cleanser,Combination,1 week - 1 month,y,4,Fatimazzz recommends this product!,Medium,Neutral
148,148,2021-12-07T10:37:26.000Z,678383,Fatimazzz,18 and Under,86668,CHROMA+ Bright Radiant Face Cleanser,Glowinc Potion,4.7,(10),Sample,Facial Wash,Cleanser,Combination,1 week - 1 month,y,5,Fatimazzz recommends this product!,Medium,Neutral
149,149,2021-12-07T10:36:11.000Z,941728,tifasaaa__,19 - 24,66267,C White Lightening Serum,Azarine Cosmetics,4.4,(34),Brand website,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,y,5,tifasaaa__ recommends this product!,Light,Neutral
150,150,2021-12-07T10:35:30.000Z,118885,fenyhashfia,19 - 24,88153,Dear Doris Skin Prep Essence,beneath! by BHUMI,5,(1),Gift,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,n,5,fenyhashfia recommends this product!,Medium Light,Warm
151,151,2021-12-07T10:34:59.000Z,530330,Zaararaafiar,18 and Under,14126,Sun Protection SPF 30 PA+++,Emina,4.9,(8),Beauty Studio,Sun Protection,Moisturizer,Combination,Less than 1 week,n,1,Zaararaafiar doesn't recommend this product! ,Medium Light,Neutral
152,152,2021-12-07T10:33:52.000Z,432236,gracealx,19 - 24,87684,Lemonade Waterless Vitamin C + Ferulic + NAG,Somethinc,4.8,(38),Official Brand Store,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,y,5,gracealx recommends this product!,Medium,Warm
153,153,2021-12-07T10:26:46.000Z,530330,Zaararaafiar,18 and Under,26662,Essence Toner,Pyunkang Yul,4.4,(668),Shopee,Toner,Cleanser,Combination,6 months - 1 year,n,5,Zaararaafiar recommends this product!,Medium Light,Neutral
154,154,2021-12-07T10:26:19.000Z,986854,asfarina,18 and Under,39224,Acnederm Acne Spot Treatment Gel,Wardah,4.7,(37),Traditional market,Acne Treatment,Treatment,18 and Under,More than 1 year,n,5,asfarina recommends this product!,,
155,155,2021-12-07T10:23:11.000Z,863886,Yaraarfan,25 - 29,89338,Noni Probiotics “Comfort Me” Moisturizer,N'pure,4.9,(26),Official Brand Store,Lotion \\u0026 Emulsion,Moisturizer,Combination,1 week - 1 month,y,5,Yaraarfan recommends this product!,Light,Neutral
156,156,2021-12-07T10:22:36.000Z,544246,ayuups,19 - 24,87578,Colorft Cream Blush ,Wardah,4.6,(232),FD Try and Review,Cream,Blush,Combination,Less than 1 week,n,4,ayuups recommends this product!,Medium,Warm
157,157,2021-12-07T10:22:20.000Z,863886,Yaraarfan,25 - 29,89337,Noni Probiotics “Balance Me” Fine Toner,N'pure,4.8,(26),Official Brand Store,Toner,Cleanser,Combination,1 week - 1 month,y,5,Yaraarfan recommends this product!,Light,Neutral
158,158,2021-12-07T10:21:07.000Z,986854,asfarina,18 and Under,88267,Crystal Secret Dark Spot & Brightening Serum,Wardah,4.9,(10),Traditional market,Serum \\u0026 Essence,Treatment,18 and Under,1 month - 3 months,y,5,asfarina recommends this product!,,
159,159,2021-12-07T10:20:25.000Z,544246,ayuups,19 - 24,87577,Colorft Cream Blush ,Wardah,4.7,(2939),FD Try and Review,Cream,Blush,Combination,Less than 1 week,n,5,ayuups recommends this product!,Medium,Warm
160,160,2021-12-07T10:20:06.000Z,413879,rzsalsabila,19 - 24,62321,Acne Warrior,Skin Game,3.9,(18),Shopee,Acne Treatment,Treatment,Combination,3 months - 6 months,n,5,rzsalsabila recommends this product!,Medium,Neutral
161,161,2021-12-07T10:18:29.000Z,544246,ayuups,19 - 24,87576,Colorfit Cream Blush,Wardah,4.9,(2395),FD Try and Review,Cream,Blush,Combination,Less than 1 week,n,5,ayuups recommends this product!,Medium,Warm
162,162,2021-12-07T10:17:50.000Z,863886,Yaraarfan,25 - 29,88545,Cica Dark Spot,N'pure,4.5,(20),Official Brand Store,Acne Treatment,Treatment,Combination,1 week - 1 month,y,5,Yaraarfan recommends this product!,Light,Neutral
163,163,2021-12-07T10:17:28.000Z,949466,Silviipi16,18 and Under,54657,Acne Gentle Cleansing Foam,Azarine Cosmetics,4.3,(79),Brand website,Facial Wash,Cleanser,Dry,More than 1 year,n,5,Silviipi16 recommends this product!,Light,Neutral
164,164,2021-12-07T10:15:42.000Z,863886,Yaraarfan,25 - 29,88544,Cica Acne Spot,N'pure,4.7,(82),Instagram,Acne Treatment,Treatment,Combination,1 week - 1 month,y,5,Yaraarfan recommends this product!,Light,Neutral
165,165,2021-12-07T10:14:01.000Z,82269,viskasw,19 - 24,75692,Cupra Silk Facial Mask Aloe Vera,OMO!,4.7,(1192),PR Package,Mask Sheet,Mask,Combination,1 week - 1 month,y,5,viskasw recommends this product!,Light,Neutral
166,166,2021-12-07T10:12:05.000Z,530330,Zaararaafiar,18 and Under,74690,Lippie Serum,Raecca,3.3,(42),Shopee,Lip Gloss,Lips,Combination,3 months - 6 months,n,2,Zaararaafiar doesn't recommend this product! ,Medium Light,Neutral
167,167,2021-12-07T10:07:53.000Z,944898,ulfaftr,19 - 24,63930,Sariayu putih langsat Facial wash,Sariayu,4.8,(6),Traditional market,Facial Wash,Cleanser,Combination,1 month - 3 months,n,4,ulfaftr recommends this product!,Medium,Warm
168,168,2021-12-07T10:07:52.000Z,863886,Yaraarfan,25 - 29,81749,Cica Clear Pad,N'pure,5,(9),Female Daily Event,Peeling,Treatment,Combination,1 month - 3 months,y,5,Yaraarfan recommends this product!,Light,Neutral
169,169,2021-12-07T10:07:10.000Z,937327,Apriliyanap,25 - 29,76101,Truwhite Brightening Face Toner,Erha ,4.1,(44),Gift,Toner,Cleanser,Combination,Less than 1 week,y,5,Apriliyanap recommends this product!,Medium Light,Neutral
170,170,2021-12-07T10:06:47.000Z,15866,dianpsdee,25 - 29,87934,Ampoule Mask,Garnier,4.6,(1094),FD Try and Review,Mask Sheet,Mask,Dry,1 week - 1 month,y,3,dianpsdee recommends this product!,Medium,Warm
171,171,2021-12-07T10:05:41.000Z,15866,dianpsdee,25 - 29,87933,Ampoule Mask,Garnier,4.4,(78),FD Try and Review,Mask Sheet,Mask,Dry,1 week - 1 month,y,3,dianpsdee recommends this product!,Medium,Warm
172,172,2021-12-07T10:03:07.000Z,21093,esha88,30 - 34,81128,UV Defender Bright & Clear,L'Oreal Paris,4.1,(29),Tokopedia,Sun Protection,Moisturizer,Dry,Less than 1 week,n,1,esha88 doesn't recommend this product! ,Medium,Neutral
173,173,2021-12-07T10:03:03.000Z,563905,RiekaC,19 - 24,80507,Tone Up Elixir Sunscreen SPF 50+ PA+++,Y.O.U Beauty,4.8,(7960),Traditional market,Sun Protection,Moisturizer,Combination,1 week - 1 month,y,3,RiekaC doesn't recommend this product! ,Medium,Neutral
174,174,2021-12-07T10:02:23.000Z,932265,Vthsna,19 - 24,80575,Mild Acidic pH Sheet Mask,Abib Cosmetics,3.2,(74),Gift,Mask Sheet,Mask,Combination,1 week - 1 month,y,5,Vthsna recommends this product!,Medium,Neutral
175,175,2021-12-07T10:00:50.000Z,956547,septy11,18 and Under,89253,Noni Probiotics Hydrate Me,N'pure,4.9,(116),Shopee,Lotion,Moisturizer,Combination,Less than 1 week,y,5,septy11 recommends this product!,Medium,Neutral
176,176,2021-12-07T09:58:40.000Z,834870,Sarahbibra,30 - 34,80662,Black Opium Brightening Booster Body Wash,Grace and Glow,4.8,(7959),Shopee,Shower Gel \\u0026 Cream,Body Wash,Combination,1 week - 1 month,n,5,Sarahbibra recommends this product!,Medium Light,Neutral
177,177,2021-12-07T09:55:53.000Z,934674,rarasatiprasetya,25 - 29,72799,Miraclear Herbal Peeling Serum,Azarine Cosmetics,3.9,(31),Shopee,Peeling,Treatment,Combination,1 month - 3 months,n,5,rarasatiprasetya recommends this product!,Medium Dark,Warm
178,178,2021-12-07T09:55:05.000Z,15866,dianpsdee,19 - 24,87932,Ampoule Mask,Garnier,4.6,(74),FD Try and Review,Mask Sheet,Mask,Dry,1 week - 1 month,y,3,dianpsdee recommends this product!,Medium,Warm
179,179,2021-12-07T09:54:24.000Z,94239,salmambrkh,19 - 24,52994,Velvet Lip Tint ,3CE,3.4,(5),FD Try and Review,Lip Stain \\u0026 Tint,Lips,Dry,Less than 1 week,y,4,salmambrkh recommends this product!,Medium Light,Neutral
180,180,2021-12-07T09:53:07.000Z,986842,shelyoktafiani,19 - 24,73806,Vitamin Micellar Water,Pond's,4.8,(65),FD Try and Review,Face,Makeup Remover,19 - 24,More than 1 year,n,5,shelyoktafiani recommends this product!,,
181,181,2021-12-07T09:53:03.000Z,944898,ulfaftr,18 and Under,16965,Liquid Foundation,Viva Cosmetics,4.9,(465),Traditional market,Liquid,Foundation,Combination,Less than 1 week,y,3,ulfaftr doesn't recommend this product! ,Medium,Warm
182,182,2021-12-07T09:51:24.000Z,946451,Tharisya,25 - 29,87553,Pore Tightening & Oil Control Moist Serum,Azarine Cosmetics,4.6,(53),Shopee,Serum \\u0026 Essence,Treatment,18 and Under,Less than 1 week,n,5,Tharisya recommends this product!,,
183,183,2021-12-07T09:48:57.000Z,986845,Desyoktaviani2325,25 - 29,73806,Vitamin Micellar Water,Pond's,4.2,(618),Indomaret,Face,Makeup Remover,25 - 29,1 month - 3 months,y,5,Desyoktaviani2325 recommends this product!,,
184,184,2021-12-07T09:48:23.000Z,136209,bankins,18 and Under,58367,Magnifique Lip Tint,Madame Gie,3.2,(7662),Shopee,Lip Stain \\u0026 Tint,Lips,Combination,6 months - 1 year,n,3,bankins recommends this product!,Medium,Warm
185,185,2021-12-07T09:46:37.000Z,928135,lala225,25 - 29,75990,Healthy Bright Body Yogurt,Vaseline,4.6,(29),Borma,Lotion,Moisturizer,Normal,3 months - 6 months,n,5,lala225 recommends this product!,Light,Neutral
186,186,2021-12-07T09:45:39.000Z,83015,dhitaayu,25 - 29,74801,Amethyst,Lalique,4.5,(296),Tokopedia,EDP,Fragrance,Dry,Less than 1 week,n,2,dhitaayu doesn't recommend this product! ,Medium,Warm
187,187,2021-12-07T09:45:32.000Z,19520,thiny2,19 - 24,88449,Miracles Conditioner ,Pantene,4.1,(1583),Alfamidi,Conditioner,Shampoo \\u0026 Conditioner,Combination,Less than 1 week,y,5,thiny2 recommends this product!,Medium Light,Neutral
188,188,2021-12-07T09:44:58.000Z,944898,ulfaftr,25 - 29,77340,Oil Control Cleanser,BIYU ,3.8,(2026),Gift,Facial Wash,Cleanser,Combination,Less than 1 week,y,5,ulfaftr recommends this product!,Medium,Warm
189,189,2021-12-07T09:44:54.000Z,50695,honey_bee,19 - 24,1311,Lotion P50,Biologique Recherche,4.8,(173),Shopee,Toner,Cleanser,Combination,1 month - 3 months,y,3,honey_bee recommends this product!,Light,Warm
190,190,2021-12-07T09:44:21.000Z,136209,bankins,18 and Under,15156,Lip Coat,BLP Beauty,3.6,(120),Shopee,Lipstick,Lips,Combination,6 months - 1 year,n,3,bankins recommends this product!,Medium,Warm
191,191,2021-12-07T09:44:20.000Z,834870,Sarahbibra,19 - 24,7668,UV Shield Essential Sunscreen Gel SPF 30 PA+++,Wardah,4.7,(9),Shopee,Sun Protection,Moisturizer,Combination,3 months - 6 months,n,4,Sarahbibra recommends this product!,Medium Light,Neutral
192,192,2021-12-07T09:42:22.000Z,323197,nisrulrul,25 - 29,86381,Effaclar Ultra Concentrated Serum,La Roche Posay,4.4,(107),FD Try and Review,Serum \\u0026 Essence,Treatment,Oily,1 week - 1 month,y,4,nisrulrul recommends this product!,Light,Warm
193,193,2021-12-07T09:39:30.000Z,834870,Sarahbibra,25 - 29,82855,Fragrance Brightening Body Lotion,Scarlett,4.9,(7),Shopee,Lotion,Moisturizer,Combination,1 month - 3 months,n,5,Sarahbibra recommends this product!,Medium Light,Neutral
194,194,2021-12-07T09:39:10.000Z,928135,lala225,19 - 24,55700,24H Melt-In Moisture ,NIVEA,4.2,(63),Borma,Lip Balm \\u0026 Treatments,Lips,Normal,More than 1 year,n,5,lala225 recommends this product!,Light,Neutral
195,195,2021-12-07T09:38:15.000Z,840083,asthanaa__,25 - 29,600,Shirojyun Ultimate Whitening Face Wash,Hada Labo,4.6,(13),Shopee,Facial Wash,Cleanser,Oily,1 week - 1 month,n,4,asthanaa__ recommends this product!,Medium,Warm
