,Unnamed: 0,date,id,nama,umur,id_produk,produk,brand,nilai_produk,jumlah_review,tempat_beli,jenis,kategori,tipe_kulit,waktu_pemakaian,penggunaan,kepuasan,rekomendasi,warna_kulit,tone_kulit
2323,2323,2021-12-03T23:07:34.000Z,137258,silvyelns,18 and Under,46167,Miraculous Refining Toner,AVOSKIN,4,(309),Shopee,Toner,Cleanser,Normal,3 months - 6 months,n,5,silvyelns recommends this product!,Medium,Neutral
2324,2324,2021-12-03T23:03:34.000Z,787255,auliaadwii,19 - 24,80351,Whitening Sunscreen,SOLCARE,4.9,(320),Shopee,Sun Protection,Moisturizer,Oily,1 week - 1 month,y,5,auliaadwii recommends this product!,Medium,Neutral
2325,2325,2021-12-03T22:47:53.000Z,742421,ichamadrin,19 - 24,18844,Rose Hip Nourishing Cream Moisturizer,SWISSE,3.6,(2536),FD Try and Review,Day Cream,Moisturizer,Combination,Less than 1 week,y,5,ichamadrin recommends this product!,Medium,Neutral
2326,2326,2021-12-03T22:46:19.000Z,386397,amelnanda,35 - 39,88212,Exclusive All Night Mask Gel ,Inez Cosmetics,4.9,(28),FD Try and Review,Night Cream,Moisturizer,Oily,Less than 1 week,n,5,amelnanda recommends this product!,Medium Light,Neutral
2327,2327,2021-12-03T22:44:14.000Z,952524,Irmayntis,19 - 24,77675,Anti Acne & Brightening Serum,Azarine Cosmetics,5,(109),Shopee,Acne Treatment,Treatment,Combination,1 week - 1 month,y,5,Irmayntis recommends this product!,Medium Light,Neutral
2328,2328,2021-12-03T22:42:56.000Z,386397,amelnanda,25 - 29,88211,Exclusive All Day Facial Moisturizer,Inez Cosmetics,5,(110),FD Try and Review,Day Cream,Moisturizer,Oily,Less than 1 week,n,5,amelnanda recommends this product!,Medium Light,Neutral
2329,2329,2021-12-03T22:37:06.000Z,483306,elsafrh,19 - 24,81106,Lip Therapy Tube,Vaseline,4.9,(119),Alfamart,Lip Balm \\u0026 Treatments,Lips,Normal,3 months - 6 months,n,4,elsafrh recommends this product!,Medium Light,Warm
2330,2330,2021-12-03T22:33:43.000Z,880361,enieliebe,19 - 24,66267,C White Lightening Serum,Azarine Cosmetics,4.4,(684),Shopee,Serum \\u0026 Essence,Treatment,Oily,1 week - 1 month,n,5,enieliebe recommends this product!,Medium,Neutral
2331,2331,2021-12-03T22:32:35.000Z,483306,elsafrh,19 - 24,8840,UV Whitening Milk,Skin Aqua,4.9,(218),Shopee,Sun Protection,Moisturizer,Normal,1 month - 3 months,n,3,elsafrh doesn't recommend this product! ,Medium Light,Warm
2332,2332,2021-12-03T22:29:07.000Z,880361,enieliebe,35 - 39,66185,C White Night Moisturizer,Azarine Cosmetics,5,(116),Shopee,Night Cream,Moisturizer,Oily,1 week - 1 month,n,5,enieliebe recommends this product!,Medium,Neutral
2333,2333,2021-12-03T22:28:01.000Z,483306,elsafrh,19 - 24,369,UV Moisture Milk,Skin Aqua,4.9,(2390),Shopee,Sun Protection,Moisturizer,Normal,6 months - 1 year,n,5,elsafrh recommends this product!,Medium Light,Warm
2334,2334,2021-12-03T22:27:25.000Z,46609,aliasulisty,25 - 29,65752,Milky Gel Lip Tint,SECONDATE,5,(5),Shopee,Lip Stain \\u0026 Tint,Lips,Dry,Less than 1 week,n,4,aliasulisty recommends this product!,Medium,Neutral
2335,2335,2021-12-03T22:23:23.000Z,782169,Aulia2708,25 - 29,54657,Acne Gentle Cleansing Foam,Azarine Cosmetics,4.9,(838),Instagram,Facial Wash,Cleanser,Dry,1 week - 1 month,y,5,Aulia2708 recommends this product!,Medium,Warm
2336,2336,2021-12-03T22:20:34.000Z,483306,elsafrh,25 - 29,14654,Hatomugi Skin Conditioner,Imju Naturie,4.9,(171),Shopee,Toner,Cleanser,Normal,6 months - 1 year,n,5,elsafrh recommends this product!,Medium Light,Warm
2337,2337,2021-12-03T22:19:02.000Z,940000,naflariqa,25 - 29,75232,Revitalift 1.5% Hyaluronic Acid Serum,L'Oreal Paris,4.3,(35),Shopee,Serum \\u0026 Essence,Treatment,Oily,1 month - 3 months,y,4,naflariqa recommends this product!,Medium,Neutral
2338,2338,2021-12-03T22:17:50.000Z,10534,Stavol,25 - 29,81163,Cheek To Chic,Charlotte Tilbury,4.9,(101),Tokopedia,Powder,Blush,Dry,More than 1 year,n,5,Stavol recommends this product!,Light,Cool
2339,2339,2021-12-03T22:14:11.000Z,483306,elsafrh,25 - 29,69139,Brightening Facial Wash,Whitelab,4.7,(85),Shopee,Facial Wash,Cleanser,Normal,1 month - 3 months,n,4,elsafrh doesn't recommend this product! ,Medium Light,Warm
2340,2340,2021-12-03T22:12:57.000Z,957615,Shaquilanie,25 - 29,66267,C White Lightening Serum,Azarine Cosmetics,4.2,(5),Shopee,Serum \\u0026 Essence,Treatment,25 - 29,1 week - 1 month,n,5,Shaquilanie recommends this product!,,
2341,2341,2021-12-03T22:11:09.000Z,940000,naflariqa,19 - 24,3426,Foaming Face Wash,Clean And Clear,4.8,(2376),Alfamart,Facial Wash,Cleanser,Oily,More than 1 year,n,4,naflariqa recommends this product!,Medium,Neutral
2342,2342,2021-12-03T22:08:54.000Z,483306,elsafrh,19 - 24,69142,Brightening Toner,Whitelab,5,(12),Shopee,Toner,Cleanser,Normal,1 month - 3 months,n,5,elsafrh recommends this product!,Medium Light,Warm
2343,2343,2021-12-03T22:03:08.000Z,483306,elsafrh,25 - 29,69145,Niacinamide 10% - Intense Brightening Serum,Whitelab,4.9,(1199),Shopee,Serum \\u0026 Essence,Treatment,Normal,1 month - 3 months,n,4,elsafrh recommends this product!,Medium Light,Warm
2344,2344,2021-12-03T22:02:44.000Z,10534,Stavol,25 - 29,83713,Cheek to Chic,Charlotte Tilbury,4.8,(1462),Tokopedia,Powder,Blush,Dry,6 months - 1 year,n,5,Stavol recommends this product!,Light,Cool
2345,2345,2021-12-03T21:56:34.000Z,483306,elsafrh,19 - 24,80007,Peeling Serum AHA BHA PHA,Whitelab,4.6,(131),Shopee,Peeling,Treatment,Normal,6 months - 1 year,n,5,elsafrh recommends this product!,Medium Light,Warm
2346,2346,2021-12-03T21:41:39.000Z,957615,Shaquilanie,25 - 29,66185,C White Night Moisturizer,Azarine Cosmetics,4.8,(37),Shopee,Night Cream,Moisturizer,25 - 29,1 week - 1 month,n,5,Shaquilanie recommends this product!,,
2347,2347,2021-12-03T21:07:00.000Z,1216,agirl,19 - 24,87573,Colorfit Fresh Matte Lip Ink ,Wardah,4.8,(2375),FD Try and Review,Lipstick,Lips,Dry,1 week - 1 month,y,5,agirl recommends this product!,Medium,Warm
2348,2348,2021-12-03T21:06:41.000Z,1216,agirl,25 - 29,87569,Colorfit Fresh Matte Lip Ink ,Wardah,4,(2340),FD Try and Review,Lipstick,Lips,Dry,1 week - 1 month,y,5,agirl recommends this product!,Medium,Warm
2349,2349,2021-12-03T21:06:15.000Z,1216,agirl,25 - 29,87568,Colorfit Fresh Matte Lip Ink,Wardah,4.1,(52),FD Try and Review,Lipstick,Lips,Dry,1 week - 1 month,y,5,agirl recommends this product!,Medium,Warm
2350,2350,2021-12-03T21:05:09.000Z,1216,agirl,25 - 29,80833,Colorfit Last All Day Lip Paint,Wardah,4.8,(6),FD Try and Review,Lipstick,Lips,Dry,1 week - 1 month,y,5,agirl recommends this product!,Medium,Warm
2351,2351,2021-12-03T21:04:11.000Z,1216,agirl,19 - 24,80832,Colorfit Last All Day Lip Paint,Wardah,4.2,(8235),FD Try and Review,Lipstick,Lips,Dry,1 week - 1 month,y,5,agirl recommends this product!,Medium,Warm
2352,2352,2021-12-03T20:51:39.000Z,117809,mfebrn,19 - 24,45045,Revitalizing Sheet Mask,St. Ives,3.9,(181),Shopee,Mask Sheet,Mask,Combination,1 month - 3 months,n,5,mfebrn recommends this product!,Light,Neutral
2353,2353,2021-12-03T20:39:35.000Z,502854,olvia,19 - 24,79698,Bakuchiol + Vitamin B3 Facial Treatment Serum,Bloomka,4.4,(626),Shopee,Serum \\u0026 Essence,Treatment,Combination,1 month - 3 months,n,5,olvia recommends this product!,Medium Light,Neutral
2354,2354,2021-12-03T20:16:16.000Z,502854,olvia,19 - 24,21541,Patting Splash Mask,Blithe,5,(18),Shopee,Wash-Off,Mask,Combination,More than 1 year,n,4,olvia recommends this product!,Medium Light,Neutral
2355,2355,2021-12-03T20:13:30.000Z,117809,mfebrn,25 - 29,18278,Daily Nourishing Lotion,Natur-E,4.8,(5),Watson,Lotion,Moisturizer,Combination,More than 1 year,y,4,mfebrn recommends this product!,Light,Neutral
2356,2356,2021-12-03T20:08:17.000Z,117809,mfebrn,19 - 24,69327,Face Powder,BLP Beauty,5,(1),Official Brand Store,Loose,Powder,Combination,More than 1 year,y,5,mfebrn recommends this product!,Light,Neutral
2357,2357,2021-12-03T20:04:03.000Z,502854,olvia,25 - 29,68863,Pensil Alis,Salsa Cosmetic,4.6,(5),Shopee,Eye Brow,Eyes,Combination,Less than 1 week,n,4,olvia recommends this product!,Medium Light,Neutral
2358,2358,2021-12-03T19:57:30.000Z,117809,mfebrn,25 - 29,73807,Vitamin Micellar Water,Pond's,5,(1),Lazada,Face,Makeup Remover,Combination,1 week - 1 month,y,3,mfebrn doesn't recommend this product! ,Light,Neutral
2359,2359,2021-12-03T19:55:57.000Z,560084,faizahmaulana,19 - 24,77818,Your Skin Bae Serum,AVOSKIN,3.3,(135),Lazada,Serum \\u0026 Essence,Treatment,Dry,Less than 1 week,n,5,faizahmaulana recommends this product!,Medium Light,Neutral
2360,2360,2021-12-03T19:38:42.000Z,970126,pintamianito,19 - 24,63163,Into The Night Ultra Shea Body Cream,Bath and Body Works,4.2,(50),Brand website,Creams,Moisturizer,Combination,More than 1 year,n,5,pintamianito recommends this product!,Medium Light,Neutral
2361,2361,2021-12-03T19:26:16.000Z,970126,pintamianito,19 - 24,3785,Sweet Pea Body Lotion,Bath and Body Works,4.6,(142),Gift,Lotion,Moisturizer,Combination,More than 1 year,n,4,pintamianito recommends this product!,Medium Light,Neutral
2362,2362,2021-12-03T19:15:46.000Z,736507,lismagiovani,19 - 24,89294,Antibacterial Sprist ,Klarens,4.5,(51),Female Daily Event,Hand Soap,Hand Treatment,Dry,1 week - 1 month,n,5,lismagiovani recommends this product!,Medium,Neutral
2363,2363,2021-12-03T19:04:22.000Z,986491,nrannisaa,19 - 24,61786,Resurface Mild Exfoliating Toner,BHUMI,4.3,(203),Brand website,Toner,Cleanser,Oily,3 months - 6 months,n,5,nrannisaa recommends this product!,Medium Light,Neutral
2364,2364,2021-12-03T18:55:30.000Z,986491,nrannisaa,19 - 24,59696,Ceramide Hydra Lock Moisturizer,BHUMI,4.4,(899),Brand website,Day Cream,Moisturizer,Oily,3 months - 6 months,n,5,nrannisaa recommends this product!,Medium Light,Neutral
2365,2365,2021-12-03T18:38:34.000Z,780401,Tantiadian,19 - 24,77675,Anti Acne & Brightening Serum,Azarine Cosmetics,5,(1),Shopee,Acne Treatment,Treatment,Normal,3 months - 6 months,n,5,Tantiadian recommends this product!,Medium Dark,Cool
2366,2366,2021-12-03T18:33:25.000Z,867671,nuraidiyati_,30 - 34,87296,Cushion Matte Lip Cream,Maybelline,4.3,(80),Sample,Lipstick,Lips,Oily,Less than 1 week,n,4,nuraidiyati_ recommends this product!,Medium Light,Neutral
2367,2367,2021-12-03T18:12:56.000Z,898075,Stephaniesyan,19 - 24,86381,Effaclar Ultra Concentrated Serum,La Roche Posay,3.7,(929),FD Try and Review,Serum \\u0026 Essence,Treatment,Oily,1 week - 1 month,y,5,Stephaniesyan recommends this product!,Medium Light,Neutral
2368,2368,2021-12-03T18:08:58.000Z,942884,ecidells,19 - 24,87553,Pore Tightening & Oil Control Moist Serum,Azarine Cosmetics,4.4,(406),FD Flash Sale,Serum \\u0026 Essence,Treatment,Normal,1 week - 1 month,y,5,ecidells recommends this product!,Light,Neutral
2369,2369,2021-12-03T18:04:02.000Z,606204,anandadppl,19 - 24,81072,All Clear Eye and Lip,Senka,4.7,(18),PR Package,Eye \\u0026 Lip,Makeup Remover,Normal,Less than 1 week,y,5,anandadppl recommends this product!,Medium Light,Neutral
2370,2370,2021-12-03T18:02:41.000Z,606204,anandadppl,18 and Under,46083,All Clear Water,Senka,4.3,(2731),PR Package,Face,Makeup Remover,Normal,Less than 1 week,y,5,anandadppl recommends this product!,Medium Light,Neutral
2371,2371,2021-12-03T18:02:12.000Z,892205,anisadwhn,25 - 29,74402,Ultralight Hydraglow Day Cream,Azarine Cosmetics,4.7,(54),Shopee,Day Cream,Moisturizer,Oily,Less than 1 week,y,5,anisadwhn recommends this product!,Medium Light,Neutral
2372,2372,2021-12-03T18:00:29.000Z,892205,anisadwhn,18 and Under,66267,C White Lightening Serum,Azarine Cosmetics,4.3,(271),Shopee,Serum \\u0026 Essence,Treatment,Oily,Less than 1 week,y,5,anisadwhn recommends this product!,Medium Light,Neutral
2373,2373,2021-12-03T17:57:55.000Z,690943,kesyakimberly,19 - 24,48047,Noni Glow Face Oil,Kora Organics,4.4,(1068),Sephora,Face Oil ,Moisturizer,Combination,3 months - 6 months,n,4,kesyakimberly recommends this product!,Light,Neutral
2374,2374,2021-12-03T17:57:11.000Z,502854,olvia,25 - 29,35357,Bulgarian Rose Water,Heimish,4.1,(546),Shopee,Eye Mask,Eye Treatment,Combination,More than 1 year,n,5,olvia recommends this product!,Medium Light,Neutral
2375,2375,2021-12-03T17:55:50.000Z,773399,tirsaregina,18 and Under,79821,Watermelon Hydro Glow Serum,Ariul,4.2,(3343),Lazada,Serum \\u0026 Essence,Treatment,Combination,1 month - 3 months,y,4,tirsaregina recommends this product!,Light,Neutral
2376,2376,2021-12-03T17:51:03.000Z,773399,tirsaregina,19 - 24,67766,Pore Minimizer Serum,Envygreen,4.2,(677),Lazada,Acne Treatment,Treatment,Combination,Less than 1 week,y,3,tirsaregina recommends this product!,Light,Neutral
2377,2377,2021-12-03T17:45:14.000Z,773399,tirsaregina,19 - 24,82636,Acne Treatment Serum,Bless,4.6,(901),Shopee,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,y,2,tirsaregina doesn't recommend this product! ,Light,Neutral
2378,2378,2021-12-03T17:44:22.000Z,21093,esha88,25 - 29,62321,Acne Warrior,Skin Game,5,(1),Tokopedia,Acne Treatment,Treatment,Dry,1 week - 1 month,n,2,esha88 doesn't recommend this product! ,Medium,Neutral
2379,2379,2021-12-03T17:40:13.000Z,773399,tirsaregina,19 - 24,66122,All in One Deep Cleansing Balm,Fanbo,4.4,(111),Shopee,Face,Makeup Remover,Combination,1 month - 3 months,y,3,tirsaregina doesn't recommend this product! ,Light,Neutral
2380,2380,2021-12-03T17:36:46.000Z,773399,tirsaregina,19 - 24,78469,Hydrasoothe Sunscreen Gel SPF 45+++,Azarine Cosmetics,3.3,(284),Shopee,Sun Protection,Moisturizer,Combination,1 week - 1 month,y,4,tirsaregina recommends this product!,Light,Neutral
2381,2381,2021-12-03T17:35:23.000Z,861923,dhearrf,19 - 24,31253,Baby Bright Booster Mask ,Cathy Doll,3.8,(1024),Brand website,Sleeping Mask,Mask,Combination,More than 1 year,n,5,dhearrf recommends this product!,Medium Light,Neutral
2382,2382,2021-12-03T17:28:20.000Z,933041,zhafirahmzly,19 - 24,66267,C White Lightening Serum,Azarine Cosmetics,4.3,(159),Instagram,Serum \\u0026 Essence,Treatment,18 and Under,Less than 1 week,y,5,zhafirahmzly recommends this product!,,
2383,2383,2021-12-03T17:27:11.000Z,967845,sellaoktavia17,19 - 24,74402,Ultralight Hydraglow Day Cream,Azarine Cosmetics,5,(12),Shopee,Day Cream,Moisturizer,Normal,Less than 1 week,y,5,sellaoktavia17 recommends this product!,Medium,Neutral
2384,2384,2021-12-03T17:25:08.000Z,933041,zhafirahmzly,25 - 29,74402,Ultralight Hydraglow Day Cream,Azarine Cosmetics,3.4,(29),Instagram,Day Cream,Moisturizer,18 and Under,Less than 1 week,y,5,zhafirahmzly recommends this product!,,
2385,2385,2021-12-03T17:22:12.000Z,626756,salsa_sk,19 - 24,47969,MicellAIR Skin Breathe,NIVEA,4.4,(37),Tokopedia,Face,Makeup Remover,Combination,More than 1 year,n,5,salsa_sk recommends this product!,Medium Light,Cool
2386,2386,2021-12-03T17:17:29.000Z,967845,sellaoktavia17,25 - 29,66267,C White Lightening Serum,Azarine Cosmetics,4.8,(27),Shopee,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,y,5,sellaoktavia17 recommends this product!,Medium,Neutral
2387,2387,2021-12-03T17:14:01.000Z,986488,MicheleGela,19 - 24,81749,Cica Clear Pad,N'pure,4.5,(3286),FD Try and Review,Peeling,Treatment,18 and Under,Less than 1 week,n,5,MicheleGela recommends this product!,,
2388,2388,2021-12-03T17:08:53.000Z,293102,paditha,19 - 24,58365,Magnifique Lip Tint,Madame Gie,4.7,(27),Official Brand Store,Lip Stain \\u0026 Tint,Lips,Combination,6 months - 1 year,n,5,paditha recommends this product!,Medium,Warm
2389,2389,2021-12-03T17:02:33.000Z,293102,paditha,19 - 24,62423,Brilliant Moist Velvet & Smooth Lip Liquide,Madame Gie,4.2,(170),Official Brand Store,Lipstick,Lips,Combination,6 months - 1 year,n,5,paditha recommends this product!,Medium,Warm
2390,2390,2021-12-03T17:01:59.000Z,643337,dania27,35 - 39,76820,Retinol Sheet Mask,AVOSKIN,4.3,(73),Traditional market,Mask Sheet,Mask,Normal,Less than 1 week,n,2,dania27 doesn't recommend this product! ,Medium Light,Warm
2391,2391,2021-12-03T17:01:45.000Z,986155,irfintan_,19 - 24,17916,Micellar Cleansing Water All-in-1,Garnier,4.3,(4),Instagram,Face,Makeup Remover,Combination,Less than 1 week,n,5,irfintan_ recommends this product!,Medium Light,Neutral
2392,2392,2021-12-03T16:58:51.000Z,293102,paditha,19 - 24,59365,Color Pop Lip Balm,Madame Gie,3.4,(111),Traditional market,Lip Balm \\u0026 Treatments,Lips,Combination,6 months - 1 year,n,3,paditha recommends this product!,Medium,Warm
2393,2393,2021-12-03T16:56:34.000Z,986155,irfintan_,19 - 24,18017,Valipcious Velvet Matte,Mizzu,4.3,(320),Instagram,Lipstick,Lips,Combination,Less than 1 week,y,5,irfintan_ recommends this product!,Medium Light,Neutral
2394,2394,2021-12-03T16:51:43.000Z,986155,irfintan_,19 - 24,64908,Fit Me! 12H Oil Control Powder,Maybelline,4.4,(430),Instagram,Compact,Powder,Combination,Less than 1 week,n,4,irfintan_ recommends this product!,Medium Light,Neutral
2395,2395,2021-12-03T16:45:56.000Z,986155,irfintan_,25 - 29,1074,Fresh Skin Apricot Scrub,St. Ives,4.4,(23),Brand website,Scrub \\u0026 Exfoliator,Cleanser,Combination,Less than 1 week,n,5,irfintan_ recommends this product!,Medium Light,Neutral
2396,2396,2021-12-03T16:44:27.000Z,185003,wulandwidari,19 - 24,77156,Essential Brightening UV Skin Oasis SPF 50 PA +++,Khalisa,4.8,(21),Traditional market,Sun Protection,Moisturizer,Oily,1 week - 1 month,y,5,wulandwidari recommends this product!,Medium Dark,Warm
2397,2397,2021-12-03T16:41:33.000Z,110369,chasabilah25,19 - 24,80129,Wipe Me Out Micellar Water,Madame Gie,4.9,(1066),Lazada,Face,Makeup Remover,Combination,1 week - 1 month,n,5,chasabilah25 recommends this product!,Medium Light,Cool
2398,2398,2021-12-03T16:40:52.000Z,757402,zellina,35 - 39,89299,Home Clean & Protect ,Klarens,4.5,(309),FD Try and Review,Hand Soap,Hand Treatment,Normal,1 week - 1 month,y,5,zellina recommends this product!,Light,Neutral
2399,2399,2021-12-03T16:36:52.000Z,986155,irfintan_,25 - 29,50598,Fresh Herb Origin Toner,NACIFIC,5,(3),Instagram,Toner,Cleanser,Combination,Less than 1 week,n,4,irfintan_ recommends this product!,Medium Light,Neutral
2400,2400,2021-12-03T16:36:08.000Z,937845,kristinawong,19 - 24,84979,Magic Colour Lip Serum,Azarine Cosmetics,3.9,(251),Instagram,Lip Balm \\u0026 Treatments,Lips,Combination,1 month - 3 months,y,5,kristinawong recommends this product!,Medium Light,Neutral
2401,2401,2021-12-03T16:33:04.000Z,986155,irfintan_,19 - 24,25376,Fresh Herb Origin Serum,NACIFIC,4,(1612),Instagram,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,y,4,irfintan_ doesn't recommend this product! ,Medium Light,Neutral
2402,2402,2021-12-03T16:26:45.000Z,471354,Bozzmoms,25 - 29,89308,WATERBASED NAIL COLOUR,Trope,4,(2),Tokopedia,Polish,Nails,Dry,1 week - 1 month,y,5,Bozzmoms recommends this product!,Light,Cool
2403,2403,2021-12-03T16:23:58.000Z,122621,destinawahyuni,19 - 24,77932,Clearly Gold Serum,KEY by SA,4.9,(837),Gift,Serum \\u0026 Essence,Treatment,Combination,More than 1 year,y,5,destinawahyuni recommends this product!,Medium Light,Cool
2404,2404,2021-12-03T16:23:55.000Z,943726,Febiola_Rosalin_Nadya,25 - 29,89004,Sleepy Daisy Night Cream,Kindy Glow,4.1,(87),Brand website,Night Cream,Moisturizer,Normal,1 week - 1 month,y,5,Febiola_Rosalin_Nadya recommends this product!,Medium,Neutral
2405,2405,2021-12-03T16:23:39.000Z,943726,Febiola_Rosalin_Nadya,25 - 29,89003,Happy Daisy Day Cream,Kindy Glow,5,(1),Brand website,Day Cream,Moisturizer,Normal,1 week - 1 month,y,5,Febiola_Rosalin_Nadya recommends this product!,Medium,Neutral
2406,2406,2021-12-03T16:22:44.000Z,943726,Febiola_Rosalin_Nadya,18 and Under,89000,Powerful Daisy Serum,Kindy Glow,4.2,(406),Brand website,Serum \\u0026 Essence,Treatment,Normal,1 week - 1 month,y,5,Febiola_Rosalin_Nadya recommends this product!,Medium,Neutral
2407,2407,2021-12-03T16:20:40.000Z,542845,TashaAndiana,19 - 24,79706,Ceramic Skin Saviour Moisturizer Gel,Somethinc,4.1,(19),Beauty Studio,Lotion \\u0026 Emulsion,Moisturizer,Combination,1 month - 3 months,n,5,TashaAndiana recommends this product!,Medium,Neutral
2408,2408,2021-12-03T16:18:32.000Z,895869,wiwinovynti,25 - 29,84982,Let It Glow Hydraveil Primer Serum,Azarine Cosmetics,3.7,(165),Instagram,Corrector \\u0026 Primer,Face,Oily,1 week - 1 month,y,5,wiwinovynti recommends this product!,Medium,Neutral
2409,2409,2021-12-03T16:17:51.000Z,943726,Febiola_Rosalin_Nadya,25 - 29,88998,Juicy Daisy Toner,Kindy Glow,4.3,(4),Brand website,Toner,Cleanser,Normal,1 week - 1 month,y,5,Febiola_Rosalin_Nadya recommends this product!,Medium,Neutral
2410,2410,2021-12-03T16:17:33.000Z,471354,Bozzmoms,30 - 34,82630,O2M Breathable Nail Enamel ,Inglot,4.8,(2374),Shopee,Polish,Nails,Dry,3 months - 6 months,n,4,Bozzmoms recommends this product!,Light,Cool
2411,2411,2021-12-03T16:17:15.000Z,542845,TashaAndiana,19 - 24,81749,Cica Clear Pad,N'pure,4.1,(14),Instagram,Peeling,Treatment,Combination,3 months - 6 months,n,4,TashaAndiana recommends this product!,Medium,Neutral
2412,2412,2021-12-03T16:15:41.000Z,931508,lylaaha,19 - 24,80351,Whitening Sunscreen,SOLCARE,5,(7),Shopee,Sun Protection,Moisturizer,Dry,1 week - 1 month,y,5,lylaaha recommends this product!,Medium Light,Neutral
2413,2413,2021-12-03T16:15:14.000Z,888172,Fujiastuti0202,30 - 34,74402,Ultralight Hydraglow Day Cream,Azarine Cosmetics,4.4,(666),Shopee,Day Cream,Moisturizer,Normal,1 week - 1 month,y,5,Fujiastuti0202 recommends this product!,Medium Light,Neutral
2414,2414,2021-12-03T16:12:13.000Z,542845,TashaAndiana,19 - 24,73325,White Truffle First Spray Serum,d'Alba,4,(2555),XBeauty by Female Daily,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,n,4,TashaAndiana recommends this product!,Medium,Neutral
2415,2415,2021-12-03T16:08:36.000Z,24745,anputrih,19 - 24,44973,Velvet Lip Tint,3CE,5,(8),FD Try and Review,Lip Stain \\u0026 Tint,Lips,Dry,Less than 1 week,y,4,anputrih recommends this product!,Medium Light,Warm
2416,2416,2021-12-03T16:08:04.000Z,542845,TashaAndiana,25 - 29,77951,Black Tea Youth Enhancing Ampoule,Innisfree,4.1,(2398),Sample,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,n,5,TashaAndiana recommends this product!,Medium,Neutral
2417,2417,2021-12-03T16:03:45.000Z,542845,TashaAndiana,35 - 39,50692,Concentrated ginseng renewing serum,Sulwhasoo,4.7,(17),Shopee,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,n,4,TashaAndiana recommends this product!,Medium,Neutral
2418,2418,2021-12-03T16:02:13.000Z,851926,joycehadi,19 - 24,84154,Calming Clay Mask ,Emiley,4.5,(10),Shopee,Wash-Off,Mask,Oily,Less than 1 week,n,5,joycehadi recommends this product!,Light,Neutral
2419,2419,2021-12-03T16:00:40.000Z,888172,Fujiastuti0202,35 - 39,66267,C White Lightening Serum,Azarine Cosmetics,4.7,(9),Shopee,Serum \\u0026 Essence,Treatment,Normal,1 week - 1 month,y,5,Fujiastuti0202 recommends this product!,Medium Light,Neutral
2420,2420,2021-12-03T15:59:20.000Z,542845,TashaAndiana,19 - 24,81875,Amino Acid Facial Cleanser,O'sweet Singapore,4.2,(116),PR Package,Facial Wash,Cleanser,Combination,1 month - 3 months,n,5,TashaAndiana recommends this product!,Medium,Neutral
2421,2421,2021-12-03T15:57:08.000Z,542845,TashaAndiana,19 - 24,78007,Cica Chocomint Clay Mask,N'pure,3.9,(851),Official Brand Store,Wash-Off,Mask,Combination,1 week - 1 month,n,3,TashaAndiana recommends this product!,Medium,Neutral
2422,2422,2021-12-03T15:55:15.000Z,939005,PhingSwarovski,35 - 39,66185,C White Night Moisturizer,Azarine Cosmetics,4,(2),Shopee,Night Cream,Moisturizer,Oily,1 month - 3 months,y,5,PhingSwarovski recommends this product!,Medium Light,Neutral
2423,2423,2021-12-03T15:54:15.000Z,711151,Cherilyn,19 - 24,60704,Superfood Skin Serum,Vaseline,4.7,(7),Transmart,Lotion,Moisturizer,Oily,6 months - 1 year,n,4,Cherilyn recommends this product!,Medium Dark,Neutral
2424,2424,2021-12-03T15:53:56.000Z,891262,Senandn19,25 - 29,87683,Dark Spot Reducer Ampoule ,Somethinc,4.1,(188),Shopee,Serum \\u0026 Essence,Treatment,Dry,1 week - 1 month,y,5,Senandn19 recommends this product!,Light,Neutral
2425,2425,2021-12-03T15:51:26.000Z,939005,PhingSwarovski,19 - 24,66267,C White Lightening Serum,Azarine Cosmetics,4,(105),Shopee,Serum \\u0026 Essence,Treatment,Oily,1 month - 3 months,y,5,PhingSwarovski recommends this product!,Medium Light,Neutral
2426,2426,2021-12-03T15:51:21.000Z,293102,paditha,19 - 24,4853,Lotion for Acne,Acnol,4.1,(12705),Traditional market,Acne Treatment,Treatment,Combination,More than 1 year,n,4,paditha recommends this product!,Medium,Warm
2427,2427,2021-12-03T15:51:02.000Z,711151,Cherilyn,19 - 24,45941,Deodorant Dry Serum,Vaseline,5,(6),Instagram,Deodorants,Personal Care,Oily,3 months - 6 months,y,3,Cherilyn doesn't recommend this product! ,Medium Dark,Neutral
2428,2428,2021-12-03T15:50:10.000Z,542845,TashaAndiana,35 - 39,87034,Blur Water Tint,3CE,5,(26),FD Try and Review,Lip Stain \\u0026 Tint,Lips,Combination,1 week - 1 month,n,4,TashaAndiana recommends this product!,Medium,Neutral
2429,2429,2021-12-03T15:47:30.000Z,966159,hannachristigun,18 and Under,369,UV Moisture Milk,Skin Aqua,4.2,(7056),Shopee,Sun Protection,Moisturizer,Normal,1 month - 3 months,n,5,hannachristigun recommends this product!,Light,Neutral
